word,neighbour,i
shell,shark,5
shell,coral,6
shell,shells,7
shell,taro,8
shell,reef,9
shell,coconut,10
variant,variants,1
variant,marker,2
variant,occurs,3
variant,entry,4
variant,insides,5
variant,dance,6
variant,sibling,7
variant,pubic,8
variant,contrasts,9
variant,penis,10
fabric,appliance,1
fabric,mechanism,2
fabric,firearm,3
fabric,device,4
fabric,photography,5
fabric,intensify,6
fabric,availability,7
fabric,boring,8
fabric,unleash,9
fabric,equipment,10
reason,taste,1
reason,give,2
reason,advantage,3
reason,judge,4
reason,manners,5
reason,make,6
reason,danger,7
reason,worse,8
reason,opinion,9
reason,contrary,10
love,youth,1
love,lover,2
love,beauty,3
love,joy,4
love,fortune,5
love,honour,6
love,pleasure,7
love,wise,8
love,wicked,9
love,master,10
rebel,congratulate,1
rebel,escort,2
rebel,rebellion,3
rebel,ransom,4
rebel,pardon,5
rebel,educate,6
rebel,revolt,7
rebel,seduce,8
rebel,multiply,9
rebel,guard,10
cure,endure,1
cure,pray,2
cure,heal,3
cure,accuse,4
cure,preserve,5
cure,weep,6
cure,dispute,7
cure,bury,8
cure,spin,9
cure,ache,10
coffee,glasses,1
coffee,breakfast,2
coffee,suitcase,3
coffee,window,4
coffee,expensive,5
coffee,bathroom,6
coffee,week,7
coffee,bedroom,8
coffee,cream,9
coffee,bottle,10
economy,industry,1
economy,policy,2
economy,industrial,3
economy,economic,4
economy,financial,5
economy,resources,6
economy,committee,7
economy,democratic,8
economy,organization,9
economy,majority,10
shower,seat,1
shower,stocking,2
shower,stroke,3
shower,spark,4
shower,thrill,5
shower,peg,6
shower,wreck,7
shower,glove,8
shower,booth,9
shower,streak,10
faculty,proceeding,1
faculty,conformity,2
faculty,conferring,3
faculty,disposed,4
faculty,consequence,5
faculty,liberty,6
faculty,sensibility,7
faculty,free,8
faculty,conception,9
faculty,sphere,10
gender,feminine,1
gender,masculine,2
gender,genders,3
gender,grammar,4
gender,present,5
gender,adjectives,6
gender,singular,7
gender,indicative,8
gender,imperative,9
gender,ending,10
shrub,plant,1
shrub,species,2
shrub,fruit,3
shrub,tree,4
shrub,fibrous,5
shrub,creeping,6
shrub,climbing,7
shrub,thorny,8
shrub,large,9
shrub,varieties,10
apple,blue,1
apple,butterfly,2
apple,tooth,3
apple,onion,4
apple,mouse,5
apple,rabbit,6
apple,feather,7
apple,bottle,8
apple,bread,9
apple,cabbage,10
punch,plug,1
punch,chute,2
punch,drop,3
punch,tackle,4
punch,score,5
punch,flush,6
punch,scare,7
punch,crash,8
punch,track,9
punch,wrench,10
victim,victims,1
victim,tragic,2
victim,tough,3
victim,attach,4
victim,influential,5
victim,project,6
victim,goodwill,7
victim,intermediary,8
victim,attack,9
victim,aggressive,10
injury,relation,1
injury,violence,2
injury,excellence,3
injury,possession,4
injury,deserving,5
injury,power,6
injury,worthy,7
injury,property,8
injury,division,9
injury,opposition,10
railway,train,1
railway,electric,2
railway,exhibition,3
railway,telegraph,4
railway,postal,5
railway,fashionable,6
railway,postage,7
railway,shop,8
railway,naval,9
railway,supply,10
thanks,thank,1
thanks,expect,2
thanks,apologize,3
thanks,visit,4
thanks,congratulations,5
thanks,evening,6
thanks,leave,7
thanks,think,8
thanks,welcome,9
thanks,excuse,10
braid,foggy,1
braid,curl,2
braid,gray,3
braid,scalp,4
braid,brace,5
braid,numb,6
braid,grease,7
braid,whistle,8
braid,latch,9
braid,snort,10
protection,separation,1
protection,protector,2
protection,dwelling,3
protection,enmity,4
protection,splendour,5
protection,fraud,6
protection,purity,7
protection,arrogance,8
protection,deceit,9
protection,concealment,10
majesty,throne,1
majesty,prince,2
majesty,royal,3
majesty,faithful,4
majesty,servant,5
majesty,palace,6
majesty,glorious,7
majesty,mankind,8
majesty,servants,9
majesty,eternity,10
complaint,delay,1
complaint,partnership,2
complaint,obligation,3
complaint,robbery,4
complaint,negligence,5
complaint,comfort,6
complaint,amendment,7
complaint,ascent,8
complaint,provision,9
complaint,judgment,10
taste,hold,1
taste,make,2
taste,reason,3
taste,smell,4
taste,clean,5
taste,give,6
taste,put,7
taste,height,8
taste,bad,9
taste,breathe,10
flute,wasp,1
flute,sickle,2
flute,epilepsy,3
flute,father-in-law,4
flute,flea,5
flute,orphan,6
flute,ancestor,7
flute,broom,8
flute,dawn,9
flute,pregnant,10
wisdom,wise,1
wisdom,darkness,2
wisdom,divine,3
wisdom,treasures,4
wisdom,purity,5
wisdom,evil,6
wisdom,treasure,7
wisdom,commentary,8
wisdom,dwelling,9
wisdom,riches,10
aid,frugal,1
aid,torrent,2
aid,inquire,3
aid,guard,4
aid,ingenious,5
aid,limit,6
aid,plain,7
aid,needy,8
aid,delicate,9
aid,caution,10
heir,inheritance,1
heir,oath,2
heir,court,3
heir,laws,4
heir,estate,5
heir,yearly,6
heir,judgment,7
heir,crown,8
heir,liberty,9
heir,treason,10
tooth,egg,1
tooth,needle,2
tooth,molar,3
tooth,nail,4
tooth,kidney,5
tooth,flea,6
tooth,feather,7
tooth,nose,8
tooth,eyelid,9
tooth,eyelash,10
goat,goats,1
goat,pot,2
goat,leopard,3
goat,clay,4
goat,maize,5
goat,calf,6
goat,porridge,7
goat,flour,8
goat,pumpkin,9
goat,thorn,10
revenge,forbid,1
revenge,awake,2
revenge,threaten,3
revenge,vomit,4
revenge,bald,5
revenge,foam,6
revenge,mediator,7
revenge,stranger,8
revenge,comfort,9
revenge,deaf,10
whip,prick,1
whip,grease,2
whip,unravel,3
whip,whipping,4
whip,pinch,5
whip,curl,6
whip,hammer,7
whip,rattle,8
whip,sickly,9
whip,grind,10
ceremony,ceremonies,1
ceremony,forehead,2
ceremony,season,3
ceremony,moon,4
ceremony,necklace,5
ceremony,performed,6
ceremony,female,7
ceremony,marriage,8
ceremony,mango,9
ceremony,nectar,10
teaching,experience,1
teaching,teachers,2
teaching,teacher,3
teaching,mistakes,4
teaching,thinking,5
teaching,responsibility,6
teaching,students,7
teaching,conditions,8
teaching,results,9
teaching,methods,10
track,flash,1
track,crash,2
track,glider,3
track,smash,4
track,sample,5
track,cosy,6
track,score,7
track,punch,8
track,rifle,9
track,tape,10
ornament,splendour,1
ornament,multitude,2
ornament,desire,3
ornament,deity,4
ornament,pride,5
ornament,earthen,6
ornament,serpent,7
ornament,excellence,8
ornament,affection,9
ornament,vessel,10
blessing,curse,1
blessing,prayer,2
blessing,forgiveness,3
blessing,god,4
blessing,turban,5
blessing,prophet,6
blessing,wisdom,7
blessing,sinner,8
blessing,prosper,9
blessing,servant,10
ox,oxen,1
ox,cattle,2
ox,calf,3
ox,bull,4
ox,calves,5
ox,reed,6
ox,cow,7
ox,horns,8
ox,yoke,9
ox,herd,10
lad,colt,1
lad,rot,2
lad,pebble,3
lad,outcry,4
lad,mob,5
lad,quagmire,6
lad,pilgrim,7
lad,fugitive,8
lad,vanity,9
lad,frail,10
floor,window,1
floor,glasses,2
floor,kitchen,3
floor,shelf,4
floor,coffee,5
floor,pencil,6
floor,clothes,7
floor,stairs,8
floor,ceiling,9
floor,room,10
paste,powder,1
paste,revise,2
paste,starch,3
paste,shed,4
paste,tease,5
paste,chill,6
paste,soak,7
paste,shrink,8
paste,rinse,9
paste,estimate,10
reverence,excellence,1
reverence,agreeable,2
reverence,extremity,3
reverence,worthy,4
reverence,riches,5
reverence,disposition,6
reverence,desire,7
reverence,virtue,8
reverence,delight,9
reverence,brightness,10
contempt,resemblance,1
contempt,violence,2
contempt,sorrow,3
contempt,likeness,4
contempt,vessel,5
contempt,quantity,6
contempt,relation,7
contempt,reproach,8
contempt,peculiar,9
contempt,eagerness,10
boundary,festival,1
boundary,offering,2
boundary,mound,3
boundary,pond,4
boundary,weapon,5
boundary,raft,6
boundary,corpse,7
boundary,omen,8
boundary,temple,9
boundary,sacrifice,10
fate,destiny,1
fate,servant,2
fate,enmity,3
fate,fame,4
fate,helpless,5
fate,protector,6
fate,loss,7
fate,wealthy,8
fate,livelihood,9
fate,false,10
vet,vent,1
vet,stave,2
vet,paving,3
vet,gauge,4
vet,crust,5
vet,mask,6
vet,print,7
vet,hopper,8
vet,painter,9
vet,punt,10
craft,hound,1
craft,hood,2
craft,stall,3
craft,quarry,4
craft,ward,5
craft,draught,6
craft,maid,7
craft,mantle,8
craft,stroke,9
craft,chapel,10
appointment,salary,1
appointment,reply,2
appointment,savings,3
appointment,thanks,4
appointment,guarantee,5
appointment,congratulations,6
appointment,appeal,7
appointment,apologize,8
appointment,blackmail,9
appointment,registered,10
tube,spiral,1
tube,angle,2
tube,explosive,3
tube,carbon,4
tube,pressure,5
tube,gland,6
tube,plate,7
tube,machine,8
tube,signal,9
tube,graphite,10
uproar,quarrel,1
uproar,disturbance,2
uproar,chatter,3
uproar,worthless,4
uproar,tumult,5
uproar,mischievous,6
uproar,stupidity,7
uproar,whim,8
uproar,commotion,9
uproar,outcry,10
dove,wasp,1
dove,lizard,2
dove,spider,3
dove,snake,4
dove,frog,5
dove,tree,6
dove,armpit,7
dove,bird,8
dove,thigh,9
dove,ankle,10
bead,beads,1
bead,leopard,2
bead,fowl,3
bead,hut,4
bead,horns,5
bead,bellows,6
bead,thorn,7
bead,cob,8
bead,maize,9
bead,pot,10
row,peg,1
row,stake,2
row,curl,3
row,shrink,4
row,shed,5
row,sling,6
row,nail,7
row,scent,8
row,rebound,9
row,stripe,10
foil,bidder,1
foil,curb,2
foil,repeal,3
foil,mould,4
foil,vault,5
foil,rant,6
foil,equestrian,7
foil,hound,8
foil,piracy,9
foil,auction,10
breadth,extremity,1
breadth,void,2
breadth,dignity,3
breadth,reverence,4
breadth,pretence,5
breadth,wanton,6
breadth,hire,7
breadth,reckoning,8
breadth,kindred,9
breadth,rind,10
sling,shoot,1
sling,steer,2
sling,claw,3
sling,strainer,4
sling,funnel,5
sling,bunch,6
sling,sting,7
sling,nail,8
sling,knuckle,9
sling,scrape,10
nut,leaf,1
nut,fruit,2
nut,tree,3
nut,shell,4
nut,nuts,5
nut,ripe,6
nut,torch,7
nut,palm,8
nut,lime,9
nut,crab,10
necessity,obedience,1
necessity,invention,2
necessity,unjust,3
necessity,liberty,4
necessity,inclination,5
necessity,justice,6
necessity,bosom,7
necessity,acquaintance,8
necessity,mischief,9
necessity,zeal,10
ment,tion,1
ment,ing,2
ment,ward,3
ment,lent,4
ment,ion,5
ment,hood,6
ment,vent,7
ment,sighted,8
ment,selves,9
ment,gramme,10
temperature,electricity,1
temperature,camera,2
temperature,newspaper,3
temperature,electrical,4
temperature,classroom,5
temperature,trains,6
temperature,picture,7
temperature,room,8
temperature,accident,9
temperature,homework,10
pu,,1
pu,,2
pu,,3
pu,,4
pu,,5
pu,,6
pu,,7
pu,,8
pu,,9
pu,,10
money,health,1
money,answer,2
money,pay,3
money,books,4
money,picture,5
money,goods,6
money,stamps,7
money,hour,8
money,wrong,9
money,prices,10
commission,trade,1
commission,ballot,2
commission,notification,3
commission,quota,4
commission,circulation,5
commission,portfolio,6
commission,inspection,7
commission,constitutional,8
commission,civil,9
commission,cabinet,10
firm,embrace,1
firm,firmness,2
firm,desire,3
firm,excellence,4
firm,assembly,5
firm,accomplish,6
firm,interval,7
firm,agreeable,8
firm,attentive,9
firm,confidence,10
cheek,spade,1
cheek,nose,2
cheek,thigh,3
cheek,itch,4
cheek,elbow,5
cheek,claw,6
cheek,heel,7
cheek,knee,8
cheek,nail,9
cheek,peg,10
powder,weight,1
powder,plate,2
powder,salt,3
powder,lamp,4
powder,fever,5
powder,cotton,6
powder,sugar,7
powder,cloth,8
powder,thread,9
powder,mortar,10
height,taste,1
height,depth,2
height,width,3
height,size,4
height,length,5
height,hold,6
height,hand,7
height,join,8
height,space,9
height,entrance,10
century,centuries,1
century,modern,2
century,earliest,3
century,meant,4
century,french,5
century,northern,6
century,early,7
century,years,8
century,history,9
century,published,10
telephone,traffic,1
telephone,newspaper,2
telephone,restaurant,3
telephone,sports,4
telephone,station,5
telephone,desk,6
telephone,broadcast,7
telephone,street,8
telephone,tourist,9
telephone,train,10
cent,ills,1
cent,towers,2
cent,tons,3
cent,booths,4
cent,belonged,5
cent,journal,6
cent,doors,7
cent,suppose,8
cent,sums,9
cent,rapes,10
tune,mischief,1
tune,rage,2
tune,balance,3
tune,pipe,4
tune,rogue,5
tune,gentleman,6
tune,penny,7
tune,fade,8
tune,age,9
tune,glimmer,10
mat,mats,1
mat,basket,2
mat,net,3
mat,lift,4
mat,ripe,5
mat,rotten,6
mat,leaf,7
mat,tattoo,8
mat,baskets,9
mat,rat,10
heap,swelling,1
heap,bundle,2
heap,plough,3
heap,dwarf,4
heap,crooked,5
heap,potter,6
heap,thicket,7
heap,rind,8
heap,wandering,9
heap,hollow,10
bin,ban,1
bin,din,2
bin,gin,3
bin,pan,4
bin,bun,5
bin,die,6
bin,bat,7
bin,tan,8
bin,dam,9
bin,kin,10
shade,spit,1
shade,chest,2
shade,drown,3
shade,chase,4
shade,soak,5
shade,roast,6
shade,sleepy,7
shade,wash,8
shade,swallow,9
shade,deaf,10
corn,little,1
corn,nails,2
corn,foot,3
corn,mortar,4
corn,pox,5
corn,hawk,6
corn,thick,7
corn,toad,8
corn,rind,9
corn,weed,10
angle,acid,1
angle,axis,2
angle,ratio,3
angle,gland,4
angle,nitrate,5
angle,rotation,6
angle,tube,7
angle,membrane,8
angle,chloride,9
angle,radius,10
obligation,exemption,1
obligation,compulsion,2
obligation,inclination,3
obligation,profit,4
obligation,complaint,5
obligation,prudence,6
obligation,protection,7
obligation,controversy,8
obligation,exempt,9
obligation,judgment,10
bean,egg,1
bean,orange,2
bean,peanut,3
bean,tomato,4
bean,beans,5
bean,charcoal,6
bean,flea,7
bean,mushroom,8
bean,chick,9
bean,chicken,10
neglect,perceive,1
neglect,proclaim,2
neglect,compose,3
neglect,conquer,4
neglect,observe,5
neglect,subdue,6
neglect,pledge,7
neglect,retreat,8
neglect,accomplish,9
neglect,occupy,10
contact,discrimination,1
contact,connection,2
contact,discriminating,3
contact,welfare,4
contact,ascending,5
contact,application,6
contact,acquisition,7
contact,range,8
contact,obstruction,9
contact,absorption,10
prayer,prophet,1
prayer,prayers,2
prayer,mosque,3
prayer,mecca,4
prayer,god,5
prayer,forgiveness,6
prayer,blessing,7
prayer,angel,8
prayer,prophets,9
prayer,fasting,10
wire,rubber,1
wire,balloon,2
wire,cardboard,3
wire,bulb,4
wire,engine,5
wire,glass,6
wire,pencil,7
wire,battery,8
wire,sheet,9
wire,gauge,10
program,movie,1
program,vacation,2
program,schedule,3
program,theater,4
program,cooperation,5
program,problem,6
program,textbook,7
program,movies,8
program,magazine,9
program,research,10
sand,water,1
sand,lizard,2
sand,spear,3
sand,fish,4
sand,turtle,5
sand,rainbow,6
sand,bark,7
sand,bird,8
sand,ripe,9
sand,hole,10
measurement,awareness,1
measurement,vehicle,2
measurement,device,3
measurement,group,4
measurement,topic,5
measurement,community,6
measurement,vegetable,7
measurement,temporary,8
measurement,symbol,9
measurement,frying,10
quantity,violent,1
quantity,substance,2
quantity,instrument,3
quantity,contempt,4
quantity,vessel,5
quantity,mass,6
quantity,sudden,7
quantity,portion,8
quantity,slight,9
quantity,projecting,10
consideration,inquiry,1
consideration,conclusion,2
consideration,decline,3
consideration,acquaintance,4
consideration,objection,5
consideration,attendance,6
consideration,duty,7
consideration,account,8
consideration,loss,9
consideration,resolution,10
objection,omission,1
objection,consideration,2
objection,transaction,3
objection,admission,4
objection,suspicion,5
objection,imprisonment,6
objection,suit,7
objection,notice,8
objection,loss,9
objection,curiosity,10
trace,torture,1
trace,sigh,2
trace,decline,3
trace,expand,4
trace,retire,5
trace,gaze,6
trace,compile,7
trace,execute,8
trace,compose,9
trace,circulate,10
leak,soak,1
leak,shave,2
leak,whistle,3
leak,pick,4
leak,carve,5
leak,rinse,6
leak,brush,7
leak,hatch,8
leak,stumble,9
leak,bleed,10
rumor,labor,1
rumor,honor,2
rumor,neighborhood,3
rumor,behavior,4
rumor,color,5
rumor,harbor,6
rumor,laborer,7
rumor,defense,8
rumor,favorite,9
rumor,favorable,10
robe,robes,1
robe,retribution,2
robe,leisure,3
robe,reins,4
robe,tombs,5
robe,lust,6
robe,manifest,7
robe,tripod,8
robe,bright,9
robe,throne,10
wrinkle,sparkle,1
wrinkle,curl,2
wrinkle,shorten,3
wrinkle,harden,4
wrinkle,notch,5
wrinkle,dreamer,6
wrinkle,crumb,7
wrinkle,howl,8
wrinkle,soften,9
wrinkle,stain,10
figure,natural,1
figure,nature,2
figure,power,3
figure,figures,4
figure,science,5
figure,force,6
figure,composition,7
figure,circle,8
figure,containing,9
figure,lowest,10
material,position,1
material,result,2
material,statement,3
material,movement,4
material,structure,5
material,liquid,6
material,event,7
material,events,8
material,happening,9
material,higher,10
lamp,powder,1
lamp,thread,2
lamp,carpenter,3
lamp,fried,4
lamp,sugar,5
lamp,cotton,6
lamp,mirror,7
lamp,mattress,8
lamp,oil,9
lamp,ladder,10
bail,exempt,1
bail,assault,2
bail,forge,3
bail,mock,4
bail,fret,5
bail,oblige,6
bail,affront,7
bail,allure,8
bail,steward,9
bail,purge,10
enclosure,herd,1
enclosure,twilight,2
enclosure,heap,3
enclosure,fragment,4
enclosure,thicket,5
enclosure,weariness,6
enclosure,dawn,7
enclosure,whirlpool,8
enclosure,mallet,9
enclosure,sickly,10
manager,ticket,1
manager,hospital,2
manager,shopping,3
manager,station,4
manager,test,5
manager,radio,6
manager,magazine,7
manager,record,8
manager,bonus,9
manager,meeting,10
answer,hour,1
answer,question,2
answer,leave,3
answer,money,4
answer,health,5
answer,picture,6
answer,wrong,7
answer,think,8
answer,write,9
answer,room,10
charcoal,lizard,1
charcoal,armpit,2
charcoal,tobacco,3
charcoal,chest,4
charcoal,firewood,5
charcoal,wasp,6
charcoal,mushroom,7
charcoal,saliva,8
charcoal,pregnant,9
charcoal,season,10
driver,tennis,1
driver,traffic,2
driver,glasses,3
driver,orchestra,4
driver,weekend,5
driver,camera,6
driver,telephone,7
driver,sports,8
driver,card,9
driver,shopping,10
defect,modesty,1
defect,pride,2
defect,quickness,3
defect,stupidity,4
defect,arrogance,5
defect,hardness,6
defect,firmness,7
defect,superiority,8
defect,deceit,9
defect,blackness,10
item,items,1
item,units,2
item,storage,3
item,location,4
item,unit,5
item,function,6
item,major,7
item,minimal,8
item,listed,9
item,elderly,10
intention,essence,1
intention,experienced,2
intention,anxiety,3
intention,intelligence,4
intention,regret,5
intention,intimate,6
intention,residence,7
intention,obedient,8
intention,livelihood,9
intention,sincerity,10
spear,spears,1
spear,bark,2
spear,axe,3
spear,lizard,4
spear,rotten,5
spear,skin,6
spear,food,7
spear,bush,8
spear,bird,9
spear,hole,10
onion,broom,1
onion,wasp,2
onion,owl,3
onion,pepper,4
onion,flea,5
onion,dove,6
onion,spoon,7
onion,scissors,8
onion,eyebrow,9
onion,sparrow,10
profit,profitable,1
profit,pardon,2
profit,reward,3
profit,invention,4
profit,courage,5
profit,bribe,6
profit,obligation,7
profit,mediator,8
profit,stable,9
profit,humble,10
guilt,guilty,1
guilt,fear,2
guilt,strength,3
guilt,zeal,4
guilt,punishment,5
guilt,joy,6
guilt,zealous,7
guilt,anger,8
guilt,freedom,9
guilt,dissatisfaction,10
machine,pressure,1
machine,factory,2
machine,speed,3
machine,air,4
machine,newspaper,5
machine,train,6
machine,voltage,7
machine,electrical,8
machine,electric,9
machine,temperature,10
circuit,conversion,1
circuit,cell,2
circuit,combustion,3
circuit,saturation,4
circuit,tension,5
circuit,convertible,6
circuit,transit,7
circuit,transmission,8
circuit,thermal,9
circuit,voltage,10
inheritance,oath,1
inheritance,witness,2
inheritance,heir,3
inheritance,judgment,4
inheritance,crown,5
inheritance,pledge,6
inheritance,deliver,7
inheritance,decree,8
inheritance,plague,9
inheritance,judge,10
thigh,armpit,1
thigh,lizard,2
thigh,knee,3
thigh,ankle,4
thigh,spider,5
thigh,bird,6
thigh,skull,7
thigh,frog,8
thigh,saliva,9
thigh,elbow,10
rattle,grease,1
rattle,growl,2
rattle,crumble,3
rattle,rustle,4
rattle,choke,5
rattle,whip,6
rattle,squeak,7
rattle,whistle,8
rattle,whine,9
rattle,clatter,10
chicken,rooster,1
chicken,chickens,2
chicken,diarrhea,3
chicken,papaya,4
chicken,pineapple,5
chicken,salty,6
chicken,pants,7
chicken,mosquito,8
chicken,sibling,9
chicken,machete,10
as,,1
as,,2
as,,3
as,,4
as,,5
as,,6
as,,7
as,,8
as,,9
as,,10
wrist,armpit,1
wrist,necklace,2
wrist,navel,3
wrist,bracelet,4
wrist,urine,5
wrist,seed,6
wrist,maternal,7
wrist,forehead,8
wrist,thigh,9
wrist,father-in-law,10
song,songs,1
song,dark,2
song,land,3
song,rainbow,4
song,spear,5
song,net,6
song,rock,7
song,armpit,8
song,feast,9
song,cliff,10
story,problem,1
story,news,2
story,policeman,3
story,doctor,4
story,accident,5
story,picture,6
story,success,7
story,room,8
story,smile,9
story,photograph,10
appearance,violent,1
appearance,superior,2
appearance,severe,3
appearance,conduct,4
appearance,rank,5
appearance,jaws,6
appearance,strength,7
appearance,disposition,8
appearance,original,9
appearance,distinguished,10
ant,lizard,1
ant,nest,2
ant,lice,3
ant,knee,4
ant,brown,5
ant,groin,6
ant,deaf,7
ant,chick,8
ant,chew,9
ant,termite,10
murder,murderer,1
murder,mystery,2
murder,victory,3
murder,crime,4
murder,hearing,5
murder,innocent,6
murder,attempt,7
murder,innocence,8
murder,scandal,9
murder,demand,10
resource,substantial,1
resource,incidental,2
resource,unspeakable,3
resource,gross,4
resource,glare,5
resource,gymnasium,6
resource,subscribe,7
resource,urgency,8
resource,thrill,9
resource,discrepancy,10
land,song,1
land,baked,2
land,stone,3
land,rock,4
land,lands,5
land,waves,6
land,net,7
land,shallow,8
land,sea,9
land,fine,10
flap,snap,1
flap,rumble,2
flap,pinch,3
flap,shuffle,4
flap,slide,5
flap,flutter,6
flap,splash,7
flap,ripple,8
flap,twitch,9
flap,crackle,10
calendar,strategy,1
calendar,fertilizer,2
calendar,script,3
calendar,necessities,4
calendar,disaster,5
calendar,steamed,6
calendar,responsibility,7
calendar,prestige,8
calendar,generation,9
calendar,volume,10
anxiety,modesty,1
anxiety,enmity,2
anxiety,poverty,3
anxiety,malice,4
anxiety,unjust,5
anxiety,misfortune,6
anxiety,intimacy,7
anxiety,calamity,8
anxiety,tyranny,9
anxiety,destiny,10
mate,pudding,1
mate,net,2
mate,bait,3
mate,papa,4
mate,mat,5
mate,lift,6
mate,oven,7
mate,lure,8
mate,stand,9
mate,surf,10
connection,conclusion,1
connection,distinction,2
connection,application,3
connection,vicinity,4
connection,enjoyment,5
connection,connected,6
connection,loss,7
connection,assumed,8
connection,indication,9
connection,occurrence,10
partner,insane,1
partner,sole,2
partner,guide,3
partner,syrup,4
partner,poker,5
partner,helper,6
partner,dish,7
partner,slipper,8
partner,bluff,9
partner,bandage,10
gentleman,lady,1
gentleman,hearty,2
gentleman,queer,3
gentleman,gentlemen,4
gentleman,master,5
gentleman,penny,6
gentleman,tune,7
gentleman,compliments,8
gentleman,ladies,9
gentleman,obliged,10
dwarf,dung,1
dwarf,twig,2
dwarf,heap,3
dwarf,scum,4
dwarf,knob,5
dwarf,handful,6
dwarf,giddy,7
dwarf,claw,8
dwarf,marrow,9
dwarf,sieve,10
drink,drunk,1
drink,wet,2
drink,hungry,3
drink,come,4
drink,dry,5
drink,hot,6
drink,tell,7
drink,long,8
drink,hard,9
drink,eat,10
cal,ing,1
cal,cot,2
cal,cons,3
cal,mon,4
cal,civil,5
cal,lent,6
cal,oratory,7
cal,null,8
cal,defender,9
cal,ment,10
hunting,axe,1
hunting,dog,2
hunting,hole,3
hunting,tracks,4
hunting,hunt,5
hunting,meat,6
hunting,footprints,7
hunting,bark,8
hunting,fire,9
hunting,tobacco,10
gait,mouthful,1
gait,sedate,2
gait,hail,3
gait,eyelids,4
gait,dearth,5
gait,traveller,6
gait,wrangling,7
gait,firmness,8
gait,attentive,9
gait,victorious,10
feeling,showing,1
feeling,happening,2
feeling,position,3
feeling,feelings,4
feeling,needing,5
feeling,movement,6
feeling,attention,7
feeling,condition,8
feeling,higher,9
feeling,sudden,10
swell,bend,1
swell,stir,2
swell,sink,3
swell,shrink,4
swell,stoop,5
swell,shake,6
swell,grind,7
swell,rub,8
swell,bruise,9
swell,harden,10
farmer,farm,1
farmer,tailor,2
farmer,landlord,3
farmer,shepherd,4
farmer,lamb,5
farmer,cottage,6
farmer,gardener,7
farmer,spade,8
farmer,sheaf,9
farmer,farmers,10
limb,chasm,1
limb,limbs,2
limb,portion,3
limb,quiver,4
limb,enclosure,5
limb,seated,6
limb,womb,7
limb,pain,8
limb,ear,9
limb,darkness,10
rust,knuckle,1
rust,nipple,2
rust,funnel,3
rust,mildew,4
rust,sieve,5
rust,lock,6
rust,hatchet,7
rust,wink,8
rust,bruise,9
rust,nail,10
translation,translations,1
translation,translated,2
translation,introduction,3
translation,translates,4
translation,vocabulary,5
translation,examples,6
translation,translating,7
translation,translate,8
translation,second,9
translation,spelling,10
apartment,highway,1
apartment,minute,2
apartment,baggage,3
apartment,sweater,4
apartment,seat,5
apartment,schedule,6
apartment,dining,7
apartment,package,8
apartment,park,9
apartment,student,10
dough,bucket,1
dough,wheat,2
dough,bread,3
dough,stuffed,4
dough,sack,5
dough,drunk,6
dough,mule,7
dough,donkey,8
dough,saddle,9
dough,flour,10
obstacle,arrogance,1
obstacle,misfortune,2
obstacle,excessive,3
obstacle,affectionate,4
obstacle,fraud,5
obstacle,disrespect,6
obstacle,agitation,7
obstacle,stupidity,8
obstacle,contentment,9
obstacle,satisfaction,10
crowd,storm,1
crowd,interfere,2
crowd,laughter,3
crowd,knock,4
crowd,door,5
crowd,upset,6
crowd,graze,7
crowd,slope,8
crowd,laugh,9
crowd,joke,10
doctor,week,1
doctor,accident,2
doctor,car,3
doctor,hospital,4
doctor,hours,5
doctor,room,6
doctor,policeman,7
doctor,stamps,8
doctor,street,9
doctor,picture,10
administration,national,1
administration,administrative,2
administration,bureau,3
administration,export,4
administration,association,5
administration,education,6
administration,finance,7
administration,capital,8
administration,international,9
administration,draft,10
scorn,scourge,1
scorn,grieve,2
scorn,mock,3
scorn,disdain,4
scorn,reconcile,5
scorn,diminish,6
scorn,mockery,7
scorn,lessen,8
scorn,mistrust,9
scorn,appease,10
ancestor,ancestors,1
ancestor,offspring,2
ancestor,flute,3
ancestor,lightning,4
ancestor,spirit,5
ancestor,adult,6
ancestor,rainbow,7
ancestor,saliva,8
ancestor,footprint,9
ancestor,unmarried,10
substance,substances,1
substance,instrument,2
substance,producing,3
substance,existing,4
substance,practises,5
substance,containing,6
substance,sudden,7
substance,quantity,8
substance,body,9
substance,quality,10
dance,big,1
dance,eat,2
dance,hole,3
dance,tobacco,4
dance,bush,5
dance,firewood,6
dance,bark,7
dance,sticks,8
dance,lizard,9
dance,buttocks,10
consent,fault,1
consent,bond,2
consent,profit,3
consent,discord,4
consent,conjecture,5
consent,trouble,6
consent,pardon,7
consent,discretion,8
consent,courage,9
consent,infancy,10
beggar,pride,1
beggar,barber,2
beggar,cheating,3
beggar,mouthful,4
beggar,wicked,5
beggar,servant,6
beggar,enmity,7
beggar,potter,8
beggar,ruby,9
beggar,proud,10
crystal,emerald,1
crystal,universal,2
crystal,emancipation,3
crystal,celestial,4
crystal,aquatic,5
crystal,nutmeg,6
crystal,terrestrial,7
crystal,attendant,8
crystal,venerable,9
crystal,expansion,10
deceit,pride,1
deceit,fraud,2
deceit,purity,3
deceit,reproach,4
deceit,wicked,5
deceit,modesty,6
deceit,habitation,7
deceit,enmity,8
deceit,proud,9
deceit,affliction,10
fir,aft,1
fir,wit,2
fir,sift,3
fir,rift,4
fir,fit,5
fir,inference,6
fir,boon,7
fir,nature,8
fir,philosophy,9
fir,unfit,10
